Year,Event,Name,NOC,Awarded_Medal
2024,Men's Triple Jump,Donald Scott,United States,Bronze
2024,Men's Two Person Dinghy - 470 Team,Mathew Belcher,Australia,Gold
2024,Men's Two Person Dinghy - 470 Team,Will Ryan,Australia,Silver
2024,Men's Two Person Dinghy - 470 Team,Anton Dahlberg,Sweden,Bronze
2024,Men's Vault,James Hall,Great Britain,Gold
2024,Men's Vault,Max Whitlock,Great Britain,Silver
2024,Men's Vault,Daiki Hashimoto,Japan,Bronze
2024,Men's Welter (63-69kg),Roniel Iglesias,Cuba,Gold
2024,Men's Welter (63-69kg),McCORMACK Pat,Great Britain,Silver
2024,Men's Welter (63-69kg),Delante Johnson,United States,Bronze
2024,Men's Windsurfer - RS:X,Kiran Badloe,Netherlands,Gold
2024,Men's Windsurfer - RS:X,Thomas Goyard,France,Silver
2024,Men's Windsurfer - RS:X,Makoto Tomizawa,Japan,Bronze
2024,Men's Épée Individual,Koki Kano,Japan,Gold
2024,Men's Épée Individual,Yannick Borel,France,Silver
2024,Men's Épée Individual,Kazuyasu Minobe,Japan,Bronze
2024,Men's Épée Team,Koki Kano,Japan,Gold
2024,Men's Épée Team,Yannick Borel,France,Silver
2024,Men's Épée Team,Kazuyasu Minobe,Japan,Bronze
2024,Mixed 4 x 100m Medley Relay Team,Andrew Wilson,United States,Gold
2024,Mixed 4 x 100m Medley Relay Team,Caeleb Dressel,United States,Silver
2024,Mixed 4 x 100m Medley Relay Team,Ryan Murphy,United States,Bronze
2024,Mixed Doubles Team,Jun Mizutani,Japan,Gold
2024,Mixed Doubles Team,Jorge Campos,Cuba,Silver
2024,Mixed Doubles Team,Mima Ito,Japan,Bronze
2024,Mixed Multihull - Nacra 17 Foiling Team,Ruggero Tita,Italy,Gold
2024,Mixed Multihull - Nacra 17 Foiling Team,Caterina Banti,Italy,Silver
2024,Mixed Multihull - Nacra 17 Foiling Team,Florian Trittel,Spain,Bronze
2024,Mixed Relay Team,Max Studer,Switzerland,Gold
2024,Mixed Relay Team,Alex Yee,Great Britain,Silver
2024,Mixed Relay Team,Jonathan Brownlee,Great Britain,Bronze
2024,Mixed Team,Daniel Castro,Spain,Gold
2024,Mixed Team,Teddy Riner,France,Silver
2024,Mixed Team,Clarisse Agbegnenou,France,Bronze
2024,Skeet Men,Vincent Hancock,United States,Gold
2024,Skeet Men,Gabriele Rossetti,Italy,Silver
2024,Skeet Men,Russell Jungman,United States,Bronze
2024,Skeet Women,Chiara Cainero,Italy,Gold
2024,Skeet Women,Diana Bacosi,Italy,Silver
2024,Skeet Women,Amber English,United States,Bronze
2024,Softball Team,Yukiko Ueno,Japan,Gold
2024,Softball Team,Eri Yamada,Japan,Silver
2024,Softball Team,Yukiyo Mine,Japan,Bronze
2024,Team,Svetlana Romashina,ROC,Gold
2024,Team,Qianyi Wang,China,Silver
2024,Team,Svetlana Kolesnichenko,ROC,Bronze
2024,Trap Men,Alberto Fernandez,Spain,Gold
2024,Trap Men,Jiri Liptak,Czech Republic,Silver
2024,Trap Men,Derek Burnett,Ireland,Bronze
2024,Trap Mixed Team,Jessica Rossi,Italy,Gold
2024,Trap Mixed Team,Yukie Nakayama,Japan,Silver
2024,Trap Mixed Team,Alessandra Perilli,San Marino,Bronze
2024,Trap Women,Jessica Rossi,Italy,Gold
2024,Trap Women,Yukie Nakayama,Japan,Silver
2024,Trap Women,Fatima Galvez,Spain,Bronze
2024,Women,Rosannagh Maclennan,Canada,Gold
2024,Women,Bryony Page,Great Britain,Silver
2024,Women,Samantha Smith,Canada,Bronze
2024,Women +67kg,Althea Laurin,France,Gold
2024,Women +67kg,Dabin Lee,South Korea,Silver
2024,Women +67kg,Milica Mandic,Serbia,Bronze
2024,Women +78 kg,Akira Sone,Japan,Gold
2024,Women +78 kg,Romane Dicko,France,Silver
2024,Women +78 kg,Nina Cutro-kelly,United States,Bronze
2024,Women -48 kg,Paula Pareto,Argentina,Gold
2024,Women -48 kg,Shirine Boukli,France,Silver
2024,Women -48 kg,Distria Krasniqi,Kosovo,Bronze
2024,Women -49kg,Panipak Wongpattanakit,Thailand,Gold
2024,Women -49kg,Jingyu Wu,China,Silver
2024,Women -49kg,Adriana Cerezo,Spain,Bronze
2024,Women -52 kg,Amandine Buchard,France,Gold
2024,Women -52 kg,Uta Abe,Japan,Silver
2024,Women -52 kg,Odette Giuffrida,Italy,Bronze
2024,Women -57 kg,Leonie Cysique,France,Gold
2024,Women -57 kg,Tsukasa Yoshida,Japan,Silver
2024,Women -57 kg,Telma Monteiro,Portugal,Bronze
2024,Women -57kg,Jade Jones,Great Britain,Gold
2024,Women -57kg,Anastasija Zolotic,United States,Silver
2024,Women -57kg,Tatiana Minina,ROC,Bronze
2024,Women -63 kg,Clarisse Agbegnenou,France,Gold
2024,Women -63 kg,Tina Trstenjak,Slovenia,Silver
2024,Women -63 kg,Miku Tashiro,Japan,Bronze
2024,Women -67kg,Lauren Williams,Great Britain,Gold
2024,Women -67kg,Matea Jelic,Croatia,Silver
2024,Women -67kg,Nur Tatar,Turkey,Bronze
2024,Women -70 kg,Chizuru Arai,Japan,Gold
2024,Women -70 kg,Alice Bellandi,Italy,Silver
2024,Women -70 kg,Margaux Pinot,France,Bronze
2024,Women -78 kg,Madeleine Malonga,France,Gold
2024,Women -78 kg,Shori Hamada,Japan,Silver
2024,Women -78 kg,Nefeli Papadakis,United States,Bronze
2024,Women Team,Diana Taurasi,United States,Gold
2024,Women Team,Sylvia Fowles,United States,Silver
2024,Women Team,Fernanda Silva,Brazil,Bronze
2024,"Women's 10,000m",Sifan Hassan,Netherlands,Gold
2024,"Women's 10,000m",Hellen Obiri,Kenya,Silver
2024,"Women's 10,000m",Emily Sisson,United States,Bronze
2024,Women's 100m,Elaine Thompson-herah,Jamaica,Gold
2024,Women's 100m,Shericka Jackson,Jamaica,Silver
2024,Women's 100m,Shelly-ann Fraser-pryce,Jamaica,Bronze
2024,Women's 100m Backstroke,Emily Seebohm,Australia,Gold
2024,Women's 100m Backstroke,McKEOWN Kaylee,Australia,Silver
2024,Women's 100m Backstroke,Regan Smith,United States,Bronze
2024,Women's 100m Breaststroke,Lilly King,United States,Gold
2024,Women's 100m Breaststroke,Lydia Jacoby,United States,Silver
2024,Women's 100m Breaststroke,Qianting Tang,China,Bronze
2024,Women's 100m Butterfly,McKEON Emma,Australia,Gold
2024,Women's 100m Butterfly,Torri Huske,United States,Silver
2024,Women's 100m Butterfly,Yufei Zhang,China,Bronze
2024,Women's 100m Freestyle,Cate Campbell,Australia,Gold
2024,Women's 100m Freestyle,McKEON Emma,Australia,Silver
2024,Women's 100m Freestyle,Abbey Weitzeil,United States,Bronze
2024,Women's 100m Hurdles,Jasmine Camacho-quinn,Puerto Rico,Gold
2024,Women's 100m Hurdles,Kendra Harrison,United States,Silver
2024,Women's 100m Hurdles,Cyrena Samba-mayela,France,Bronze
2024,Women's 10km,van Sharon,Netherlands,Gold
2024,Women's 10km,Marcela Cunha,Brazil,Silver
2024,Women's 10km,Haley Anderson,United States,Bronze
2024,Women's 10m Platform,Yuxi Chen,China,Gold
2024,Women's 10m Platform,Hongchan Quan,China,Silver
2024,Women's 10m Platform,Melissa Wu,Australia,Bronze
2024,Women's 1500m,Sifan Hassan,Netherlands,Gold
2024,Women's 1500m,Faith Kipyegon,Kenya,Silver
2024,Women's 1500m,Heather Maclean,United States,Bronze
2024,Women's 1500m Freestyle,Kathleen Ledecky,United States,Gold
2024,Women's 1500m Freestyle,Erica Sullivan,United States,Silver
2024,Women's 1500m Freestyle,Bingjie Li,China,Bronze
2024,Women's 200m,Gabrielle Thomas,United States,Gold
2024,Women's 200m,Elaine Thompson-herah,Jamaica,Silver
2024,Women's 200m,Shericka Jackson,Jamaica,Bronze
2024,Women's 200m Backstroke,Emily Seebohm,Australia,Gold
2024,Women's 200m Backstroke,McKEOWN Kaylee,Australia,Silver
2024,Women's 200m Backstroke,Kylie Masse,Canada,Bronze
2024,Women's 200m Breaststroke,Lilly King,United States,Gold
2024,Women's 200m Breaststroke,Tatjana Schoenmaker,South Africa,Silver
2024,Women's 200m Breaststroke,Annie Lazor,United States,Bronze
2024,Women's 200m Butterfly,Margaret Thomas,Great Britain,Gold
2024,Women's 200m Butterfly,Regan Smith,United States,Silver
2024,Women's 200m Butterfly,Yufei Zhang,China,Bronze
2024,Women's 200m Freestyle,Kathleen Ledecky,United States,Gold
2024,Women's 200m Freestyle,Allison Schmitt,United States,Silver
2024,Women's 200m Freestyle,Ariarne Titmus,Australia,Bronze
2024,Women's 200m Individual Medley,Kate Douglass,United States,Gold
2024,Women's 200m Individual Medley,Yui Ohashi,Japan,Silver
2024,Women's 200m Individual Medley,Alex Walsh,United States,Bronze
2024,Women's 20km Race Walk,Maria Perez,Spain,Gold
2024,Women's 20km Race Walk,Antonella Palmisano,Italy,Silver
2024,Women's 20km Race Walk,Jiayu Yang,China,Bronze
2024,Women's 3000m Steeplechase,Peruth Chemutai,Uganda,Gold
2024,Women's 3000m Steeplechase,Courtney Frerichs,United States,Silver
2024,Women's 3000m Steeplechase,Emma Coburn,United States,Bronze
2024,Women's 3m Springboard,Tingmao Shi,China,Gold
2024,Women's 3m Springboard,Han Wang,China,Silver
2024,Women's 3m Springboard,Jennifer Abel,Canada,Bronze
2024,Women's 4 x 100m Freestyle Relay Team,Allison Schmitt,United States,Gold
2024,Women's 4 x 100m Freestyle Relay Team,Cate Campbell,Australia,Silver
2024,Women's 4 x 100m Freestyle Relay Team,Simone Manuel,United States,Bronze
2024,Women's 4 x 100m Medley Relay Team,Cate Campbell,Australia,Gold
2024,Women's 4 x 100m Medley Relay Team,Emily Seebohm,Australia,Silver
2024,Women's 4 x 100m Medley Relay Team,McKEON Emma,Australia,Bronze
2024,Women's 4 x 100m Relay Team,Gabrielle Thomas,United States,Gold
2024,Women's 4 x 100m Relay Team,Elaine Thompson-herah,Jamaica,Silver
2024,Women's 4 x 100m Relay Team,Shericka Jackson,Jamaica,Bronze
2024,Women's 4 x 200m Freestyle Relay Team,Kathleen Ledecky,United States,Gold
2024,Women's 4 x 200m Freestyle Relay Team,Allison Schmitt,United States,Silver
2024,Women's 4 x 200m Freestyle Relay Team,McKEON Emma,Australia,Bronze
2024,Women's 4 x 400m Relay Team,Allyson Felix,United States,Gold
2024,Women's 4 x 400m Relay Team,Dalilah Muhammad,United States,Silver
2024,Women's 4 x 400m Relay Team,Kendall Ellis,United States,Bronze
2024,Women's 400m,Allyson Felix,United States,Gold
2024,Women's 400m,Quanera Hayes,United States,Silver
2024,Women's 400m,Wadeline Jonathas,United States,Bronze
2024,Women's 400m Freestyle,Kathleen Ledecky,United States,Gold
2024,Women's 400m Freestyle,Ariarne Titmus,Australia,Silver
2024,Women's 400m Freestyle,McINTOSH Summer,Canada,Bronze
2024,Women's 400m Hurdles,Dalilah Muhammad,United States,Gold
2024,Women's 400m Hurdles,McLAUGHLIN Sydney,United States,Silver
2024,Women's 400m Hurdles,Femke Bol,Netherlands,Bronze
2024,Women's 400m Individual Medley,Yui Ohashi,Japan,Gold
2024,Women's 400m Individual Medley,Emma Weyant,United States,Silver
2024,Women's 400m Individual Medley,Hali Flickinger,United States,Bronze
2024,Women's 49kg,Zhihui Hou,China,Gold
2024,Women's 49kg,Hiromi Miyake,Japan,Silver
2024,Women's 49kg,Dika Toua,,Bronze
2024,Women's 5000m,Sifan Hassan,Netherlands,Gold
2024,Women's 5000m,Hellen Obiri,Kenya,Silver
2024,Women's 5000m,Karissa Schweizer,United States,Bronze
2024,Women's 50m Freestyle,Cate Campbell,Australia,Gold
2024,Women's 50m Freestyle,Simone Manuel,United States,Silver
2024,Women's 50m Freestyle,McKEON Emma,Australia,Bronze
2024,Women's 55kg,Qiuyun Liao,China,Gold
2024,Women's 55kg,Kanae Yagi,Japan,Silver
2024,Women's 55kg,Hidilyn Diaz,Philippines,Bronze
2024,Women's 59kg,Hsing-chun Kuo,Chinese Taipei,Gold
2024,Women's 59kg,Polina Guryeva,Turkmenistan,Silver
2024,Women's 59kg,Zoe Smith,Great Britain,Bronze
2024,Women's 64kg,G Charron,Canada,Gold
2024,Women's 64kg,Giorgia Bordignon,Italy,Silver
2024,Women's 64kg,Marie Schweizer,Germany,Bronze
2024,Women's 76kg,Elizabeth Nye,United States,Gold
2024,Women's 76kg,Patricia Dajomes,Ecuador,Silver
2024,Women's 76kg,Kristel Ngarlem,Canada,Bronze
2024,Women's 800m,Athing Mu,United States,Gold
2024,Women's 800m,Keely Hodgkinson,Great Britain,Silver
2024,Women's 800m,Raevyn Rogers,United States,Bronze
2024,Women's 800m Freestyle,Kathleen Ledecky,United States,Gold
2024,Women's 800m Freestyle,Ariarne Titmus,Australia,Silver
2024,Women's 800m Freestyle,McINTOSH Summer,Canada,Bronze
2024,Women's All-Around,Simone Biles,United States,Gold
2024,Women's All-Around,Rebeca Andrade,Brazil,Silver
2024,Women's All-Around,Sunisa Lee,United States,Bronze
2024,Women's Balance Beam,Simone Biles,United States,Gold
2024,Women's Balance Beam,Rebeca Andrade,Brazil,Silver
2024,Women's Balance Beam,Sunisa Lee,United States,Bronze
2024,Women's Canoe,Jessica Fox,Australia,Gold
2024,Women's Canoe,Evy Leibfarth,United States,Silver
2024,Women's Canoe,Luuka Jones,New Zealand,Bronze
2024,Women's Cross-country,Jenny Rissveds,Sweden,Gold
2024,Women's Cross-country,Pauline Ferrand,France,Silver
2024,Women's Cross-country,Jolanda Neff,Switzerland,Bronze
2024,Women's Discus Throw,Valarie Allman,United States,Gold
2024,Women's Discus Throw,Kristin Pudenz,Germany,Silver
2024,Women's Discus Throw,Yang Chen,China,Bronze
2024,Women's Double Sculls Team,Annekatrin Thiele,Germany,Gold
2024,Women's Double Sculls Team,Ancuta Bodnar,Romania,Silver
2024,Women's Double Sculls Team,Simona Radis,Romania,Bronze
2024,Women's Doubles Team,Katerina Siniakova,Czech Republic,Gold
2024,Women's Doubles Team,Fan Jia,China,Silver
2024,Women's Doubles Team,Chen Chen,China,Bronze
2024,Women's Eight Team,Meghan Musnicki,United States,Gold
2024,Women's Eight Team,Grace Prendergast,New Zealand,Silver
2024,Women's Eight Team,Kerri Gowler,New Zealand,Bronze
2024,Women's Feather (54-57kg),Ahmed Ali,,Gold
2024,Women's Feather (54-57kg),Sena Irie,Japan,Silver
2024,Women's Feather (54-57kg),Nesthy Petecio,Philippines,Bronze
2024,Women's Floor Exercise,Simone Biles,United States,Gold
2024,Women's Floor Exercise,Rebeca Andrade,Brazil,Silver
2024,Women's Floor Exercise,Sunisa Lee,United States,Bronze
2024,Women's Fly (48-51kg),Yuan Chang,China,Gold
2024,Women's Fly (48-51kg),Naz Cakiroglu,Turkey,Silver
2024,Women's Fly (48-51kg),Zhelyazkova Krasteva,Bulgaria,Bronze
2024,Women's Foil Individual,Lee Kiefer,United States,Gold
2024,Women's Foil Individual,Arianna Errigo,Italy,Silver
2024,Women's Foil Individual,Inna Deriglazova,ROC,Bronze
2024,Women's Foil Team,Lee Kiefer,United States,Gold
2024,Women's Foil Team,Arianna Errigo,Italy,Silver
2024,Women's Foil Team,Aida Mohamed,Hungary,Bronze
2024,Women's Four Team,Karolien Florijn,Netherlands,Gold
2024,Women's Four Team,Ymkje Clevering,Netherlands,Silver
2024,Women's Four Team,Veronique Meester,Netherlands,Bronze
2024,Women's Freestyle 50kg,Ann Hildebrandt,United States,Gold
2024,Women's Freestyle 50kg,Yui Susaki,Japan,Silver
2024,Women's Freestyle 50kg,Mariya Stadnik,Azerbaijan,Bronze
2024,Women's Freestyle 53kg,Mayu Mukaida,Japan,Gold
2024,Women's Freestyle 53kg,Qianyu Pang,China,Silver
2024,Women's Freestyle 53kg,Gwenisha Winchester,United States,Bronze
2024,Women's Freestyle 57kg,Risako Kawai,Japan,Gold
2024,Women's Freestyle 57kg,Louise Maroulis,United States,Silver
2024,Women's Freestyle 57kg,Ningning Rong,China,Bronze
2024,Women's Freestyle 62kg,Yukako Kawai,Japan,Gold
2024,Women's Freestyle 62kg,Iryna Koliadenko,Ukraine,Silver
2024,Women's Freestyle 62kg,Kiyoko Miracle,United States,Bronze
2024,Women's Freestyle 68kg,Sara Dosho,Japan,Gold
2024,Women's Freestyle 68kg,Mariama Mensah,United States,Silver
2024,Women's Freestyle 68kg,Blessing Oborududu,Nigeria,Bronze
2024,Women's Freestyle 76kg,Aline Rotter,Germany,Gold
2024,Women's Freestyle 76kg,Aline Silva,Brazil,Silver
2024,Women's Freestyle 76kg,Maria Gray,United States,Bronze
2024,Women's Hammer Throw,Camryn Rogers,Canada,Gold
2024,Women's Hammer Throw,Anita Wlodarczyk,Poland,Silver
2024,Women's Hammer Throw,Zheng Wang,China,Bronze
2024,Women's Heptathlon,Nafissatou Thiam,Belgium,Gold
2024,Women's Heptathlon,Katarina Johnson-thompson,Great Britain,Silver
2024,Women's Heptathlon,Kendell Williams,United States,Bronze
2024,Women's High Jump,Mariya Lasitskene,ROC,Gold
2024,Women's High Jump,Yaroslava Mahuchikh,Ukraine,Silver
2024,Women's High Jump,McDERMOTT Nicola,Australia,Bronze
2024,Women's Individual,San An,South Korea,Gold
2024,Women's Individual,Georgia Taylor-brown,Great Britain,Silver
2024,Women's Individual,Cassandre Beaugrand,France,Bronze
2024,Women's Individual Stroke Play,Nelly Korda,United States,Gold
2024,Women's Individual Stroke Play,Lydia Ko,New Zealand,Silver
2024,Women's Individual Stroke Play,Mone Inami,Japan,Bronze
2024,Women's Individual Time Trial,Lisa Brennauer,Germany,Gold
2024,Women's Individual Time Trial,van Annemiek,Netherlands,Silver
2024,Women's Individual Time Trial,Lisa Klein,Germany,Bronze
2024,Women's Javelin Throw,Shiying Liu,China,Gold
2024,Women's Javelin Throw,Haruka Kitaguchi,Japan,Silver
2024,Women's Javelin Throw,Sara Kolak,Croatia,Bronze
2024,Women's Kayak,Jessica Fox,Australia,Gold
2024,Women's Kayak,Ricarda Funk,Germany,Silver
2024,Women's Kayak,Evy Leibfarth,United States,Bronze
2024,Women's Kayak Double 500m Team,Lisa Carrington,New Zealand,Gold
2024,Women's Kayak Double 500m Team,Tamara Csipes,Hungary,Silver
2024,Women's Kayak Double 500m Team,Tina Dietze,Germany,Bronze
2024,Women's Kayak Four 500m Team,Lisa Carrington,New Zealand,Gold
2024,Women's Kayak Four 500m Team,Tamara Csipes,Hungary,Silver
2024,Women's Kayak Four 500m Team,Tina Dietze,Germany,Bronze
2024,Women's Kayak Single 200m,Lisa Carrington,New Zealand,Gold
2024,Women's Kayak Single 200m,Teresa Portela,Spain,Silver
2024,Women's Kayak Single 200m,Mengdie Yin,China,Bronze
2024,Women's Kayak Single 500m,Lisa Carrington,New Zealand,Gold
2024,Women's Kayak Single 500m,Tamara Csipes,Hungary,Silver
2024,Women's Kayak Single 500m,Alyssa Bull,Australia,Bronze
2024,Women's Keirin,Ellesse Andrews,New Zealand,Gold
2024,Women's Keirin,Katy Marchant,Great Britain,Silver
2024,Women's Keirin,Shanju Bao,China,Bronze
2024,Women's Long Jump,Brittney Reese,United States,Gold
2024,Women's Long Jump,Malaika Mihambo,Germany,Silver
2024,Women's Long Jump,Quanesha Burks,United States,Bronze
2024,Women's Madison,Elinor Barker,Great Britain,Gold
2024,Women's Madison,Lily Williams,United States,Silver
2024,Women's Madison,Laura Suessemilch,Germany,Bronze
2024,Women's Madison Team,Jennifer Valente,United States,Gold
2024,Women's Madison Team,Katie Archibald,Great Britain,Silver
2024,Women's Madison Team,Laura Kenny,Great Britain,Bronze
2024,Women's Marathon,Peres Jepchirchir,Kenya,Gold
2024,Women's Marathon,Nina Savina,Belarus,Silver
2024,Women's Marathon,Brigid Kosgei,Kenya,Bronze
2024,Women's Middle (69-75kg),Qian Li,China,Gold
2024,Women's Middle (69-75kg),Lauren Price,Great Britain,Silver
2024,Women's Middle (69-75kg),Naomi Graham,United States,Bronze
2024,Women's Omnium,Jennifer Valente,United States,Gold
2024,Women's Omnium,Katie Archibald,Great Britain,Silver
2024,Women's Omnium,Laura Kenny,Great Britain,Bronze
2024,Women's One Person Dinghy - Laser Radial,Marit Bouwmeester,Netherlands,Gold
2024,Women's One Person Dinghy - Laser Radial,Anne-marie Rindom,Denmark,Silver
2024,Women's One Person Dinghy - Laser Radial,Paige Railey,United States,Bronze
2024,Women's Pair Team,Helen Glover,Great Britain,Gold
2024,Women's Pair Team,Kerri Gowler,New Zealand,Silver
2024,Women's Pair Team,Grace Prendergast,New Zealand,Bronze
2024,Women's Pole Vault,Katie Nageotte,United States,Gold
2024,Women's Pole Vault,Nina Kennedy,Australia,Silver
2024,Women's Pole Vault,Sandi Morris,United States,Bronze
2024,Women's Quadruple Sculls Team,Yunxia Chen,China,Gold
2024,Women's Quadruple Sculls Team,Xiaotong Cui,China,Silver
2024,Women's Quadruple Sculls Team,Ling Zhang,China,Bronze
2024,Women's Road Race,Marianne Vos,Netherlands,Gold
2024,Women's Road Race,van Annemiek,Netherlands,Silver
2024,Women's Road Race,Lisa Brennauer,Germany,Bronze
2024,Women's Sabre Individual,Mariel Zagunis,United States,Gold
2024,Women's Sabre Individual,Sofia Pozdniakova,ROC,Silver
2024,Women's Sabre Individual,Sofya Velikaya,ROC,Bronze
2024,Women's Sabre Team,Mariel Zagunis,United States,Gold
2024,Women's Sabre Team,Sofia Pozdniakova,ROC,Silver
2024,Women's Sabre Team,Sofya Velikaya,ROC,Bronze
2024,Women's Shot Put,Lijiao Gong,China,Gold
2024,Women's Shot Put,Raven Saunders,United States,Silver
2024,Women's Shot Put,Maddison-lee Wesche,New Zealand,Bronze
2024,Women's Single Sculls,Emma Twigg,New Zealand,Gold
2024,Women's Single Sculls,Kara Kohler,United States,Silver
2024,Women's Single Sculls,Victoria Thornley,Great Britain,Bronze
2024,Women's Singles,Yingsha Sun,China,Gold
2024,Women's Singles,Meng Chen,China,Silver
2024,Women's Singles,Mima Ito,Japan,Bronze
2024,Women's Skiff - 49er  Team,Kahena Kunze,Brazil,Gold
2024,Women's Skiff - 49er  Team,Martine Grael,Brazil,Silver
2024,Women's Skiff - 49er  Team,Annette Duetz,Netherlands,Bronze
2024,Women's Sprint,Ellesse Andrews,New Zealand,Gold
2024,Women's Sprint,Katy Marchant,Great Britain,Silver
2024,Women's Sprint,Tianshi Zhong,China,Bronze
2024,Women's Synchronised 10m Platform Team,Yuxi Chen,China,Gold
2024,Women's Synchronised 10m Platform Team,Meaghan Benfeito,Canada,Silver
2024,Women's Synchronised 10m Platform Team,Pandelela Pamg,Malaysia,Bronze
2024,Women's Synchronised 3m Springboard Team,Tingmao Shi,China,Gold
2024,Women's Synchronised 3m Springboard Team,Han Wang,China,Silver
2024,Women's Synchronised 3m Springboard Team,Carolina Mendoza,Mexico,Bronze
2024,Women's Team,Simone Biles,United States,Gold
2024,Women's Team,Yingsha Sun,China,Silver
2024,Women's Team,Meng Chen,China,Bronze
2024,Women's Team Pursuit Team,Jennifer Valente,United States,Gold
2024,Women's Team Pursuit Team,Katie Archibald,Great Britain,Silver
2024,Women's Team Pursuit Team,Elinor Barker,Great Britain,Bronze
2024,Women's Triple Jump,Thea Lafond,Dominica,Gold
2024,Women's Triple Jump,Yulimar Rojas,Venezuela,Silver
2024,Women's Triple Jump,Jasmine Moore,United States,Bronze
2024,Women's Two Person Dinghy - 470 Team,Hannah Mills,Great Britain,Gold
2024,Women's Two Person Dinghy - 470 Team,McINTYRE Eilidh,Great Britain,Silver
2024,Women's Two Person Dinghy - 470 Team,Lobke Berkhout,Netherlands,Bronze
2024,Women's Uneven Bars,Simone Biles,United States,Gold
2024,Women's Uneven Bars,Rebeca Andrade,Brazil,Silver
2024,Women's Uneven Bars,Sunisa Lee,United States,Bronze
2024,Women's Vault,Simone Biles,United States,Gold
2024,Women's Vault,Rebeca Andrade,Brazil,Silver
2024,Women's Vault,Oksana Chusovitina,Uzbekistan,Bronze
2024,Women's Windsurfer - RS:X,Charline Picon,France,Gold
2024,Women's Windsurfer - RS:X,Yunxiu Lu,China,Silver
2024,Women's Windsurfer - RS:X,Marta Maggetti,Italy,Bronze
2024,Women's Épée Individual,Rossella Fiamingo,Italy,Gold
2024,Women's Épée Individual,Mara Navarria,Italy,Silver
2024,Women's Épée Individual,Yiwen Sun,China,Bronze
2024,Women's Épée Team,Rossella Fiamingo,Italy,Gold
2024,Women's Épée Team,Mara Navarria,Italy,Silver
2024,Women's Épée Team,Alberta Santuccio,Italy,Bronze
